time,Ph_Sensor,ORP_Sensor,CT_Sensor,TDS_Sensor,NH_Sensor,DO_Sensor,TR_Sensor,BOD_Sensor,COD_Sensor,
2025-03-04 01:50:04.987	,8.207,0.9718,0.0640,-0.1165,4.789,6.714,12.288,1409.337,563.735
2025-03-04 02:20:04.987	,8.207,0.9718,0.0617,-0.1178,4.759,6.692,11.447,1413.816,565.526
2025-03-04 02:50:04.987	,8.194,0.9718,0.0620,-0.1176,4.775,6.694,10.338,1396.948,558.779
2025-03-04 03:20:04.987	,8.177,0.9718,0.0603,,4.794,6.726,9.084,1408.558,563.423
2025-03-04 03:50:04.987	,8.132,0.9718,0.0593,-0.1152,4.744,6.738,9.984,1404.150,561.660
2025-03-04 08:33:23.001	,8.227,0.9718,0.0474,-0.1254,4.516,6.745,9.523,1405.366,562.146
2025-03-04 09:03:23.001	,8.138,0.9718,0.0462,-0.1251,4.452,6.752,8.132,1385.470,554.188
2025-03-04 09:33:23.001	,8.155,0.9718,0.0481,-0.1252,4.504,6.774,8.303,1404.422,561.769
2025-03-04 10:03:23.001	,8.185,0.9718,0.0497,-0.1239,4.411,6.795,8.938,1407.533,563.013
2025-03-04 10:33:23.001	,8.234,0.9718,0.0515,-0.1232,4.423,6.816,11.483,1395.814,558.326
2025-03-04 11:03:23.001	,8.218,0.9718,0.0534,-0.1212,4.414,6.796,8.420,1400.258,560.103
2025-03-04 11:33:23.001	,8.241,0.9718,0.0551,,4.453,6.822,8.639,1391.989,556.796
2025-03-04 12:03:23.001	,8.192,0.9718,0.0591,-0.1178,4.402,6.837,9.095,1391.317,556.527
2025-03-04 12:33:23.001	,8.167,0.9718,0.0628,,4.434,6.830,10.663,1398.919,559.568
2025-03-04 13:03:23.001	,8.175,0.9718,0.0687,-0.1116,4.450,6.804,9.078,1403.576,561.430
2025-03-04 13:33:23.001	,8.255,0.9718,0.0701,-0.1106,4.513,6.826,10.818,1402.472,560.989
2025-03-04 14:03:23.001	,8.223,0.9718,0.0709,-0.1087,4.447,6.813,9.241,1392.055,556.822
2025-03-04 14:33:23.001	,8.194,0.9718,0.0737,-0.1077,4.455,6.804,7.596,1380.622,552.249
2025-03-04 15:03:23.001	,8.233,0.9718,0.0766,-0.1063,4.495,6.786,10.181,1389.819,555.928
2025-03-04 15:33:23.001	,8.263,0.9718,,-0.1037,4.498,6.769,10.154,1389.743,555.897
2025-03-04 16:03:23.001	,8.257,0.9718,0.0808,-0.1030,4.545,6.752,9.622,1396.252,558.501
2025-03-04 16:33:23.001	,8.193,0.9718,0.0812,-0.1035,4.535,6.726,8.634,1393.606,557.442
2025-03-04 17:03:23.001	,8.234,0.9718,0.0813,-0.1037,4.543,6.734,6.951,1378.513,551.405
2025-03-04 17:33:23.001	,8.157,0.9718,0.0807,-0.1038,4.515,6.717,8.179,1401.972,560.789
2025-03-04 18:03:23.001	,8.223,0.9718,0.0811,-0.1038,4.519,6.720,8.209,1388.502,555.401
